,HHID,ORIGIN_OF_TRIP,DESTINATION_OF_TRIP,TT_WALK,WALKABILITY_INDEX,TT_CYCLE,BIKEABILITY_INDEX,TT_PT,FARE_PT,WT_PT,AT_PT,AC_PT,TT_CAR,FC_CAR,PC_CAR,CC_CAR,INCOME,GENDER,AGE,CAR OWNERSHIP,CHOSEN_MODE,AV_WALK,AV_CYCLE,AV_PT,AV_CAR
261,262,1,7,47,100,32,67,46,7,5,25,2,46,3,3,9,63,2,48,1,4,1,1,1,1
262,263,1,1,12,59,53,37,48,4,5,8,1,33,3,6,3,95,1,65,1,1,1,1,1,1
263,264,2,5,42,30,52,62,29,7,3,27,0,54,1,2,9,32,2,34,1,1,1,1,1,1
264,265,4,6,13,44,54,89,20,4,4,21,0,54,2,1,10,71,1,69,1,1,1,1,1,1
265,266,5,8,58,94,56,95,58,6,20,15,2,40,3,8,6,92,2,62,1,2,1,1,1,1
266,267,2,2,28,57,40,85,50,7,18,13,1,35,3,1,2,35,1,61,0,2,1,1,1,1
267,268,1,7,27,23,12,64,22,5,19,6,5,24,2,6,3,42,2,51,0,2,1,1,1,1
268,269,8,2,54,7,19,15,42,1,4,5,5,30,3,2,5,45,1,52,0,2,1,1,1,1
269,270,1,6,42,74,36,98,33,4,18,11,4,37,1,4,6,73,2,27,1,1,1,1,1,1
270,271,3,1,34,15,27,70,31,3,18,11,5,38,1,8,9,84,2,56,0,1,1,1,1,1
271,272,8,3,32,61,24,72,18,4,12,6,0,27,1,5,9,36,1,35,0,2,1,1,1,1
272,273,9,5,40,29,42,43,21,2,9,12,5,20,3,5,9,76,1,42,1,2,1,1,1,1
273,274,3,3,13,74,46,98,27,3,14,25,1,13,1,7,4,56,1,69,1,4,1,1,1,1
274,275,7,9,37,74,57,87,50,1,11,6,0,54,3,7,8,56,1,60,0,1,1,1,1,1
275,276,9,3,18,65,32,29,39,1,9,6,5,14,3,1,9,73,1,65,0,1,1,1,1,1
276,277,6,7,12,1,17,40,43,4,14,19,3,60,2,5,5,78,2,67,0,1,1,1,1,1
277,278,2,9,58,86,39,8,13,4,9,18,1,13,2,3,3,16,1,57,0,4,1,1,1,1
278,279,5,1,38,84,31,25,52,1,18,24,5,55,2,6,4,50,1,48,0,1,1,1,1,1
279,280,7,8,22,27,59,18,42,2,9,17,4,34,3,2,4,91,1,34,0,1,1,1,1,1
280,281,9,9,14,23,58,92,29,5,12,11,4,18,1,2,4,23,1,20,1,4,1,1,1,1
281,282,9,8,19,65,21,73,46,3,13,25,5,24,1,5,6,41,1,62,1,2,1,1,1,1
282,283,3,9,45,28,22,94,10,4,8,24,4,19,3,6,10,95,1,37,1,2,1,1,1,1
283,284,8,9,55,7,53,3,42,1,3,19,0,36,3,4,5,19,1,29,0,2,1,1,1,1
284,285,1,8,47,4,41,62,35,6,4,24,2,15,3,6,4,42,1,30,0,4,1,1,1,1
285,286,2,5,17,77,60,79,14,1,20,6,1,27,1,3,3,96,1,48,1,1,1,1,1,1
286,287,2,6,53,88,17,48,45,1,2,8,4,13,2,6,7,36,2,37,0,3,1,1,1,1
287,288,8,2,25,2,20,39,18,5,11,28,1,44,3,3,4,52,1,49,0,1,1,1,1,1
288,289,4,9,56,89,58,46,13,1,16,9,1,27,2,5,3,31,1,63,0,3,1,1,1,1
289,290,5,7,35,95,16,82,32,4,6,10,1,40,2,8,4,43,2,27,0,2,1,1,1,1
290,291,1,9,37,89,39,41,27,7,3,30,0,34,3,1,7,17,1,43,0,1,1,1,1,1
291,292,6,2,15,97,12,100,54,7,14,6,4,34,3,1,7,58,1,57,1,1,1,1,1,1
292,293,5,8,32,60,32,75,31,6,9,24,5,18,2,4,4,78,1,57,0,1,1,1,1,1
293,294,6,4,60,64,18,62,26,5,11,19,5,52,1,5,4,42,1,32,1,2,1,1,1,1
294,295,4,9,10,72,30,70,30,1,14,16,4,20,2,6,2,68,1,27,0,1,1,1,1,1
295,296,6,9,37,41,58,3,53,5,15,13,1,10,1,3,3,77,1,53,1,4,1,1,1,1
296,297,7,2,11,71,36,90,42,5,11,25,5,48,3,7,8,84,1,62,1,2,1,1,1,1
297,298,5,1,20,21,52,72,17,2,10,23,1,18,3,7,3,28,2,19,1,2,1,1,1,1
298,299,9,3,12,46,45,8,22,6,14,29,4,60,3,5,5,27,1,45,1,1,1,1,1,1
299,300,4,2,37,30,21,8,35,3,13,16,0,44,3,1,6,30,1,28,0,2,1,1,1,1
300,301,1,8,24,42,49,91,57,4,20,19,3,34,1,3,8,92,2,64,0,1,1,1,1,1
301,302,8,7,27,73,32,93,29,5,5,19,4,32,3,8,7,21,1,69,1,2,1,1,1,1
302,303,8,7,45,38,32,86,33,7,5,12,4,60,2,7,4,98,2,28,1,2,1,1,1,1
303,304,7,8,41,30,13,32,32,4,5,26,3,40,1,5,10,85,2,63,1,2,1,1,1,1
304,305,8,3,26,79,12,31,60,6,7,23,0,56,1,4,2,20,1,64,0,2,1,1,1,1
305,306,6,7,28,30,30,76,35,2,16,6,2,48,2,2,7,28,2,59,0,1,1,1,1,1
306,307,1,5,19,37,50,88,49,4,5,22,2,53,1,8,9,62,1,35,1,1,1,1,1,1
307,308,8,4,10,24,59,98,37,2,4,16,4,36,2,7,4,76,2,42,0,1,1,1,1,1
308,309,9,2,55,26,48,49,47,5,13,21,4,40,1,6,5,36,2,35,1,1,1,1,1,1
309,310,6,4,47,83,31,81,49,6,17,20,2,16,3,2,2,56,2,67,0,4,1,1,1,1
310,311,9,2,45,16,49,82,31,7,6,7,2,45,1,1,8,37,2,27,0,1,1,1,1,1
311,312,8,3,20,85,53,20,28,1,16,9,5,52,2,3,5,43,1,52,1,1,1,1,1,1
312,313,7,3,14,79,55,55,43,7,15,13,3,42,3,5,4,60,1,68,1,1,1,1,1,1
313,314,7,5,34,17,29,50,36,1,20,11,4,39,1,7,9,41,1,30,1,1,1,1,1,1
314,315,7,1,52,83,33,3,10,4,18,21,4,55,3,7,6,17,1,43,1,2,1,1,1,1
315,316,9,8,53,58,10,4,19,2,8,20,2,56,1,6,7,93,2,55,1,2,1,1,1,1
316,317,5,4,13,42,27,25,46,7,18,30,5,14,2,7,8,81,1,20,0,2,1,1,1,1
317,318,2,8,13,10,20,71,49,7,18,7,3,39,3,3,5,46,2,51,0,2,1,1,1,1
318,319,7,3,36,96,46,75,14,6,9,23,0,41,1,3,3,99,1,57,1,1,1,1,1,1
319,320,8,9,39,13,15,90,21,7,17,25,1,20,2,2,4,24,2,44,0,2,1,1,1,1
320,321,5,5,30,90,31,59,42,6,12,10,1,34,3,1,8,41,1,39,1,2,1,1,1,1
321,322,9,9,12,67,18,73,49,3,7,9,2,14,2,3,7,62,2,70,1,1,1,1,1,1
322,323,9,9,34,100,44,70,14,1,16,12,5,42,3,6,5,45,2,23,1,1,1,1,1,1
323,324,9,4,58,48,34,21,47,7,19,26,4,43,3,4,3,58,2,69,0,2,1,1,1,1
324,325,9,8,56,64,11,58,12,5,6,5,0,21,3,5,4,97,2,37,1,2,1,1,1,1
325,326,6,5,60,82,51,21,42,2,19,25,3,46,1,8,2,93,1,50,1,4,1,1,1,1
326,327,2,2,14,14,13,95,28,5,10,20,2,56,3,4,9,16,2,20,0,2,1,1,1,1
327,328,1,6,32,33,31,51,20,3,5,30,4,43,3,4,9,98,1,27,0,2,1,1,1,1
328,329,6,4,20,21,53,7,18,7,8,12,2,38,2,5,2,91,1,42,0,1,1,1,1,1
329,330,2,3,53,97,27,58,28,3,12,15,1,21,2,5,4,86,2,32,1,4,1,1,1,1
330,331,2,6,58,65,57,97,11,4,10,22,5,37,2,3,2,42,2,25,0,4,1,1,1,1
331,332,4,1,40,38,22,14,23,4,10,14,3,21,1,7,3,23,2,56,0,4,1,1,1,1
332,333,1,9,21,59,52,100,60,7,10,18,3,30,1,8,3,36,2,51,0,1,1,1,1,1
333,334,7,9,58,44,14,100,44,4,20,22,3,25,3,6,4,82,1,56,1,2,1,1,1,1
334,335,6,2,50,34,31,68,33,2,6,15,5,11,1,4,4,67,2,50,0,4,1,1,1,1
335,336,5,9,44,51,34,93,44,6,5,23,1,57,3,6,6,63,2,28,1,1,1,1,1,1
336,337,5,5,13,70,19,99,36,6,10,30,0,25,2,5,7,79,1,26,1,1,1,1,1,1
337,338,7,5,49,62,29,13,22,1,13,9,3,36,1,7,8,76,2,24,0,2,1,1,1,1
338,339,6,8,50,4,54,63,49,1,9,27,2,30,2,6,7,46,2,24,0,4,1,1,1,1
339,340,5,2,24,51,33,34,29,1,20,27,3,46,2,2,2,75,1,32,0,1,1,1,1,1
340,341,9,7,47,60,35,66,47,6,12,6,3,34,1,6,10,89,2,44,1,2,1,1,1,1
341,342,6,4,23,22,22,37,30,7,10,30,1,40,1,2,3,40,2,50,0,4,1,1,1,1
342,343,8,5,28,44,36,4,11,7,6,16,1,13,2,4,4,83,2,70,0,4,1,1,1,1
343,344,1,1,23,68,24,23,10,2,12,24,1,42,3,6,3,70,2,59,1,2,1,1,1,1
344,345,2,1,33,13,33,22,39,1,11,13,0,44,1,7,10,48,2,37,1,3,1,1,1,1
345,346,8,5,18,55,13,49,43,7,20,26,1,57,2,5,3,91,1,21,1,2,1,1,1,1
346,347,8,7,37,16,14,94,40,5,20,8,3,11,1,6,9,95,1,53,1,2,1,1,1,1
347,348,8,8,56,20,20,57,19,1,3,27,1,24,2,4,3,29,1,24,0,2,1,1,1,1
348,349,9,7,58,16,23,14,22,3,18,11,5,52,3,6,4,58,2,59,0,1,1,1,1,1
349,350,6,3,15,86,18,22,28,6,18,22,4,34,2,6,6,34,1,59,0,1,1,1,1,1
350,351,8,5,12,42,42,100,25,5,19,6,1,33,2,8,3,99,2,60,0,1,1,1,1,1
351,352,6,6,16,40,24,67,36,6,20,21,1,16,1,5,6,99,1,42,0,4,1,1,1,1
352,353,3,3,56,14,10,14,30,2,7,25,4,40,3,8,3,20,2,21,1,2,1,1,1,1
353,354,4,9,35,8,22,54,28,4,7,19,4,13,1,7,7,65,1,20,1,4,1,1,1,1
354,355,7,1,16,87,32,74,24,3,20,19,0,52,3,2,3,11,1,41,0,1,1,1,1,1
355,356,7,1,46,60,34,57,47,2,7,13,4,34,3,1,6,96,1,18,0,4,1,1,1,1
356,357,2,5,47,21,11,96,21,5,11,5,1,16,3,8,5,46,2,53,1,2,1,1,1,1
357,358,5,1,38,68,18,42,10,6,19,7,3,24,1,2,8,85,2,48,0,2,1,1,1,1
358,359,9,6,19,1,59,34,29,3,5,11,2,35,3,8,7,75,1,52,0,1,1,1,1,1
359,360,4,5,47,84,47,77,23,2,10,16,0,46,2,4,2,25,1,70,0,1,1,1,1,1
360,361,7,4,58,11,54,14,41,1,12,10,2,11,1,6,5,85,2,22,1,4,1,1,1,1
361,362,7,3,35,62,36,19,45,6,9,14,1,46,3,5,8,16,2,39,1,1,1,1,1,1
362,363,8,5,58,95,29,21,31,6,11,21,5,31,3,5,9,78,1,39,0,2,1,1,1,1
363,364,8,4,22,44,48,50,37,6,17,24,5,18,3,3,7,92,2,66,0,1,1,1,1,1
364,365,4,7,41,88,33,32,10,2,13,21,1,19,2,2,10,89,2,45,1,3,1,1,1,1
365,366,1,4,41,44,12,32,12,4,9,28,5,15,2,2,10,66,1,70,1,2,1,1,1,1
366,367,2,9,60,18,26,42,22,5,12,23,2,18,2,6,4,90,2,69,1,2,1,1,1,1
367,368,1,9,17,13,18,27,36,3,2,16,4,34,1,8,5,35,2,50,1,1,1,1,1,1
368,369,4,6,57,81,55,30,42,6,7,19,5,15,2,8,4,90,2,51,1,2,1,1,1,1
369,370,6,7,42,3,54,85,41,4,9,29,4,53,1,4,7,45,1,20,1,2,1,1,1,1
370,371,8,8,31,70,37,15,49,1,2,5,4,46,2,7,9,45,1,53,0,1,1,1,1,1
371,372,8,4,21,69,11,37,46,2,8,29,2,20,1,4,9,63,2,37,0,2,1,1,1,1
372,373,8,7,60,10,34,45,55,3,10,17,4,48,3,7,6,82,1,21,0,2,1,1,1,1
373,374,4,7,18,11,30,3,57,4,13,27,1,36,3,2,7,65,2,36,0,1,1,1,1,1
374,375,6,8,45,26,20,21,46,1,5,12,1,39,3,1,9,15,2,60,0,2,1,1,1,1
375,376,7,9,28,12,22,11,48,1,20,19,3,28,2,5,10,29,1,49,0,1,1,1,1,1
376,377,6,2,41,13,15,89,60,2,10,8,5,30,3,3,10,15,1,53,0,2,1,1,1,1
377,378,3,5,41,81,54,23,36,3,5,8,4,57,2,6,10,83,2,67,0,1,1,1,1,1
378,379,4,3,59,64,60,63,19,4,7,12,2,41,1,1,7,90,1,60,0,3,1,1,1,1
379,380,8,1,57,25,47,28,48,6,14,13,5,43,2,7,2,47,2,55,0,1,1,1,1,1
380,381,5,7,56,51,57,75,10,6,9,13,4,28,3,2,3,80,2,69,1,4,1,1,1,1
381,382,3,3,39,8,33,28,54,6,15,30,0,12,3,2,2,18,1,31,0,4,1,1,1,1
382,383,4,1,10,27,45,57,18,5,6,17,3,37,3,5,8,65,2,22,1,1,1,1,1,1
383,384,2,4,30,36,31,99,17,5,20,12,2,41,2,3,7,46,2,68,0,1,1,1,1,1
384,385,6,8,45,55,44,54,49,2,8,13,5,50,1,1,9,89,2,52,0,1,1,1,1,1
385,386,5,9,60,53,59,99,43,7,20,29,4,10,1,7,5,64,2,25,1,2,1,1,1,1
386,387,6,8,55,49,15,61,44,4,19,21,0,10,3,2,6,21,2,35,0,2,1,1,1,1
387,388,9,1,43,60,46,99,59,1,2,15,2,31,3,2,7,16,1,51,1,2,1,1,1,1
388,389,4,4,38,95,50,27,43,1,20,9,0,44,3,4,6,73,1,60,1,1,1,1,1,1
389,390,7,4,31,95,37,24,51,4,8,27,0,46,3,1,8,46,1,18,1,2,1,1,1,1
390,391,9,8,27,46,44,5,47,3,11,15,5,53,3,6,6,78,1,20,1,1,1,1,1,1
391,392,5,8,16,50,14,56,39,3,3,17,4,17,3,7,4,12,1,32,1,1,1,1,1,1
392,393,8,1,51,59,29,58,12,5,8,10,2,21,2,4,5,18,2,34,0,2,1,1,1,1
393,394,3,9,38,56,54,98,21,4,9,11,1,46,3,8,6,61,1,39,1,1,1,1,1,1
394,395,9,9,47,61,11,26,59,3,3,25,0,26,3,2,9,88,2,28,1,2,1,1,1,1
395,396,1,5,47,51,33,40,60,2,14,16,5,49,3,1,8,97,1,54,0,1,1,1,1,1
396,397,9,2,16,21,27,74,30,1,20,30,0,23,3,2,6,30,1,18,0,1,1,1,1,1
397,398,3,2,10,3,44,69,40,6,13,22,1,47,1,4,6,90,2,69,0,1,1,1,1,1
398,399,6,4,40,79,29,30,51,4,3,23,2,12,1,4,7,93,1,20,0,4,1,1,1,1
399,400,8,6,16,24,25,47,12,2,5,18,5,30,3,1,8,77,1,27,1,1,1,1,1,1
400,401,1,2,15,52,38,3,18,7,11,12,0,19,2,4,2,64,1,47,1,1,1,1,1,1
401,402,8,4,23,68,27,90,53,6,9,26,2,38,2,3,6,59,1,19,0,2,1,1,1,1
402,403,3,9,54,13,56,15,53,3,7,5,2,17,2,8,2,40,2,58,0,2,1,1,1,1
403,404,5,5,42,33,43,62,26,5,4,7,4,22,2,4,6,74,2,46,1,1,1,1,1,1
404,405,4,4,42,55,16,35,20,5,9,5,2,21,3,3,9,50,1,35,0,2,1,1,1,1
405,406,1,1,18,4,25,2,37,2,11,18,2,30,1,3,10,87,1,19,1,2,1,1,1,1
406,407,9,3,28,45,48,92,38,2,10,30,0,53,1,4,6,21,1,57,0,1,1,1,1,1
407,408,6,5,58,73,51,16,49,1,16,22,0,14,3,1,8,50,1,48,1,2,1,1,1,1
408,409,5,1,20,6,26,3,52,5,5,21,3,47,1,5,2,60,1,56,0,2,1,1,1,1
409,410,1,5,18,24,37,15,48,6,16,9,0,36,3,6,6,54,1,69,0,1,1,1,1,1
410,411,4,9,53,97,27,95,26,7,20,12,0,31,2,5,2,28,1,48,0,2,1,1,1,1
411,412,8,9,47,99,55,42,41,2,19,11,2,40,3,7,6,83,1,61,1,1,1,1,1,1
412,413,6,8,17,45,59,13,38,7,8,16,2,26,1,6,5,13,1,36,1,1,1,1,1,1
413,414,4,8,15,99,11,20,10,4,8,13,2,16,1,2,2,58,1,36,1,2,1,1,1,1
414,415,7,4,49,81,53,76,60,3,13,5,4,45,1,4,4,31,1,55,1,4,1,1,1,1
415,416,8,1,32,36,53,18,60,1,4,8,1,14,3,3,2,40,2,57,0,4,1,1,1,1
416,417,7,4,19,55,45,71,14,3,4,21,1,30,3,6,2,20,1,31,0,1,1,1,1,1
417,418,5,5,28,29,46,83,11,2,7,26,5,60,2,4,6,58,1,46,0,1,1,1,1,1
418,419,4,8,56,65,17,20,58,1,2,9,4,36,2,4,6,15,2,39,0,2,1,1,1,1
419,420,6,5,25,38,35,5,24,5,2,8,2,27,1,4,8,76,1,55,1,1,1,1,1,1
420,421,1,5,20,23,30,20,15,3,9,18,5,37,2,7,7,71,2,40,0,1,1,1,1,1
421,422,4,4,24,77,31,18,11,6,16,16,0,49,2,6,10,58,1,35,1,1,1,1,1,1
422,423,9,9,22,23,58,8,33,1,7,14,3,18,1,6,7,17,1,19,0,3,1,1,1,1
423,424,4,1,59,83,28,31,24,3,11,17,0,41,3,2,7,57,2,27,1,1,1,1,1,1
424,425,9,7,26,79,54,25,51,3,4,28,2,50,2,6,2,87,2,41,1,1,1,1,1,1
425,426,7,9,35,78,56,14,18,2,10,18,0,22,1,6,7,77,1,18,1,3,1,1,1,1
426,427,4,4,34,68,26,27,40,5,15,26,0,57,1,8,3,35,2,27,0,2,1,1,1,1
427,428,5,1,16,18,56,64,35,4,16,30,0,10,2,6,4,31,2,52,0,4,1,1,1,1
428,429,8,6,49,73,26,49,11,4,13,20,2,15,3,2,8,60,1,44,0,4,1,1,1,1
429,430,5,3,22,47,44,93,57,1,19,14,3,23,1,4,8,48,1,64,1,4,1,1,1,1
430,431,9,2,35,100,13,12,23,7,7,25,2,50,3,7,9,91,1,28,0,2,1,1,1,1
431,432,4,5,47,87,48,39,16,4,5,7,0,41,2,4,3,78,1,25,1,3,1,1,1,1
432,433,5,4,12,55,41,34,19,7,18,26,2,47,3,8,2,92,2,32,0,1,1,1,1,1
433,434,2,7,59,49,38,49,40,2,5,11,3,22,1,7,2,46,1,37,0,4,1,1,1,1
434,435,8,5,36,68,35,62,24,3,12,5,4,32,1,5,2,83,2,36,1,3,1,1,1,1
435,436,4,2,42,19,14,3,19,7,13,27,3,33,2,2,3,46,2,70,0,2,1,1,1,1
436,437,4,1,26,62,36,57,32,7,8,13,1,23,3,2,3,16,1,70,0,1,1,1,1,1
437,438,5,9,11,45,24,33,17,4,9,27,1,50,1,1,3,30,1,64,1,1,1,1,1,1
438,439,8,4,20,40,46,6,50,3,8,18,5,12,1,7,10,51,1,68,0,2,1,1,1,1
439,440,7,9,49,30,17,93,34,5,9,19,1,19,3,1,8,29,1,21,0,2,1,1,1,1
440,441,5,3,48,93,16,75,60,3,15,22,3,44,2,8,4,63,2,62,0,1,1,1,1,1
441,442,5,8,28,27,56,41,23,7,10,26,3,16,2,4,5,34,2,30,1,1,1,1,1,1
442,443,7,1,50,98,36,70,15,6,3,21,2,15,1,2,10,34,2,26,1,1,1,1,1,1
443,444,1,1,30,45,18,83,28,5,18,9,3,26,1,8,8,47,1,70,0,1,1,1,1,1
444,445,6,5,19,84,21,87,42,7,4,27,0,30,1,6,10,70,1,25,0,2,1,1,1,1
445,446,5,5,36,87,14,23,56,2,15,18,5,33,2,3,10,36,1,28,1,4,1,1,1,1
446,447,9,2,19,1,37,20,46,2,10,9,0,21,1,5,3,27,2,25,1,4,1,1,1,1
447,448,1,7,45,4,34,37,23,3,15,20,0,31,3,4,3,90,2,68,1,2,1,1,1,1
448,449,2,7,22,61,53,21,21,2,4,29,1,46,2,2,2,95,2,57,1,1,1,1,1,1
449,450,9,6,59,86,34,68,33,2,18,10,4,30,2,3,7,42,1,18,0,2,1,1,1,1
450,451,6,5,41,29,11,30,52,5,18,5,4,51,2,1,3,76,1,69,1,1,1,1,1,1
451,452,7,4,11,10,25,88,29,4,16,9,1,23,2,1,6,82,1,54,0,1,1,1,1,1
452,453,4,6,25,65,48,86,56,4,14,13,3,30,1,4,6,87,1,43,0,1,1,1,1,1
453,454,8,3,33,56,39,70,43,6,20,15,2,42,1,3,10,49,2,57,1,1,1,1,1,1
454,455,8,1,56,8,24,72,15,7,9,8,0,27,3,2,2,69,1,66,0,2,1,1,1,1
455,456,1,5,40,63,15,22,56,5,11,19,4,60,3,5,5,58,1,34,0,2,1,1,1,1
456,457,1,1,38,14,32,60,58,4,7,21,1,11,3,6,2,36,1,30,1,4,1,1,1,1
457,458,3,7,57,69,55,32,58,6,13,27,3,14,1,7,8,14,2,30,0,4,1,1,1,1
458,459,4,2,55,74,25,17,21,4,6,18,0,33,3,5,7,100,1,28,0,1,1,1,1,1
459,460,6,1,27,90,20,42,41,7,3,22,1,21,2,6,8,26,2,59,1,1,1,1,1,1
460,461,7,7,36,11,26,26,49,5,3,24,2,30,3,4,9,26,2,59,1,1,1,1,1,1
461,462,6,9,18,43,19,82,56,3,11,12,0,19,3,2,2,68,2,35,1,4,1,1,1,1
462,463,8,8,23,4,16,39,21,7,3,27,3,29,2,8,5,72,1,35,0,2,1,1,1,1
463,464,8,7,13,23,27,37,48,6,18,25,2,24,3,8,8,66,1,26,0,1,1,1,1,1
464,465,6,3,41,100,13,62,24,3,2,11,4,54,2,6,8,88,1,46,1,2,1,1,1,1
465,466,4,9,55,40,52,37,25,5,4,16,3,31,2,6,4,48,1,46,0,2,1,1,1,1
466,467,7,1,15,85,55,56,16,7,11,9,1,49,1,5,6,51,2,67,0,1,1,1,1,1
467,468,4,5,12,33,38,23,27,6,13,8,0,28,1,2,7,76,1,21,1,2,1,1,1,1
468,469,2,6,40,92,33,47,12,3,18,14,3,24,3,7,9,30,2,25,0,2,1,1,1,1
469,470,5,9,28,93,37,72,18,4,12,22,5,20,3,7,7,84,1,43,0,1,1,1,1,1
470,471,1,1,41,58,58,27,55,7,12,15,2,18,1,6,10,80,1,64,0,2,1,1,1,1
471,472,8,3,24,22,41,37,23,1,18,25,5,18,3,2,8,23,2,43,1,1,1,1,1,1
472,473,2,6,40,58,50,85,21,3,14,12,0,43,1,7,4,85,2,57,0,2,1,1,1,1
473,474,7,5,26,59,31,13,56,5,19,6,0,29,3,5,6,72,1,61,0,2,1,1,1,1
474,475,9,4,15,99,37,88,44,6,9,18,1,48,3,4,7,66,2,40,0,2,1,1,1,1
475,476,8,7,51,80,43,69,26,2,12,21,0,12,3,1,3,12,1,59,0,4,1,1,1,1
476,477,2,5,37,25,51,51,34,6,11,10,1,57,2,1,9,59,1,28,1,1,1,1,1,1
477,478,9,5,35,25,27,8,23,4,2,19,5,37,1,6,10,17,2,24,1,1,1,1,1,1
478,479,1,4,59,88,46,22,39,6,10,10,1,41,3,1,8,23,1,23,1,2,1,1,1,1
479,480,9,6,35,25,23,3,22,7,13,25,0,28,1,2,3,90,1,38,1,2,1,1,1,1
480,481,9,2,31,66,22,86,25,3,9,19,0,57,2,6,8,64,1,28,0,2,1,1,1,1
481,482,2,6,24,29,56,44,31,7,12,23,1,35,3,5,4,28,2,64,1,1,1,1,1,1
482,483,7,2,58,84,10,10,22,7,2,29,2,52,2,3,8,23,1,33,0,2,1,1,1,1
483,484,3,5,18,30,51,41,29,6,13,7,5,46,1,6,5,39,2,48,1,1,1,1,1,1
484,485,7,8,51,7,53,65,11,6,13,12,1,53,1,7,3,96,1,37,1,1,1,1,1,1
485,486,3,3,23,35,35,52,46,1,7,30,3,40,3,7,2,42,1,29,0,1,1,1,1,1
486,487,8,2,25,100,40,4,50,3,20,28,4,47,2,8,6,74,1,27,1,2,1,1,1,1
487,488,8,4,49,71,53,5,24,5,2,28,0,41,3,3,9,33,2,45,0,2,1,1,1,1
488,489,4,4,53,92,54,42,23,5,16,28,4,53,2,8,8,16,1,49,1,1,1,1,1,1
489,490,2,4,14,89,28,18,22,6,6,19,0,23,3,5,4,94,1,28,0,1,1,1,1,1
490,491,6,2,35,20,48,30,25,1,20,21,0,33,3,6,10,91,1,42,0,3,1,1,1,1
491,492,5,8,10,88,32,9,39,3,13,13,2,20,3,4,2,88,2,65,0,1,1,1,1,1
492,493,2,5,42,22,41,4,60,5,19,16,2,22,1,2,2,30,1,49,0,4,1,1,1,1
493,494,6,1,49,29,14,100,52,1,12,26,2,40,2,8,7,79,1,70,1,2,1,1,1,1
494,495,5,8,31,16,60,59,45,6,19,7,2,52,2,2,8,76,2,51,1,1,1,1,1,1
495,496,4,7,54,97,36,2,18,7,18,13,4,56,2,2,2,37,2,57,1,1,1,1,1,1
496,497,9,3,19,93,51,14,22,7,15,13,4,34,1,4,2,58,2,32,0,1,1,1,1,1
497,498,2,9,56,66,33,12,47,5,14,7,3,53,1,8,5,38,2,26,1,2,1,1,1,1
498,499,7,8,13,18,30,85,24,6,17,18,0,55,2,2,5,55,1,50,0,1,1,1,1,1
499,500,2,8,17,21,30,96,41,4,14,28,4,51,3,1,5,26,1,39,1,2,1,1,1,1
500,501,4,8,52,38,12,73,47,1,12,26,2,32,3,3,10,36,2,20,0,2,1,1,1,1
501,502,8,4,11,43,17,73,54,5,18,21,2,43,1,2,8,25,2,60,1,1,1,1,1,1
502,503,6,5,57,89,28,63,56,7,20,21,4,49,1,5,10,18,2,39,0,2,1,1,1,1
503,504,4,5,23,53,14,68,14,2,3,30,0,13,1,1,10,98,1,20,0,2,1,1,1,1
504,505,5,9,15,37,41,60,52,4,15,30,0,57,1,7,4,49,2,61,1,2,1,1,1,1
505,506,9,1,53,22,39,57,19,3,3,19,1,28,3,1,5,62,2,25,1,4,1,1,1,1
506,507,5,9,33,2,17,80,46,6,13,13,0,27,3,3,5,43,1,33,1,2,1,1,1,1
507,508,8,3,57,36,11,59,28,7,3,15,3,39,3,8,6,23,1,37,0,2,1,1,1,1
508,509,2,4,47,94,23,41,26,5,13,13,1,38,1,7,5,17,2,27,1,4,1,1,1,1
509,510,2,6,20,84,44,41,16,2,11,30,5,45,3,3,9,44,2,43,1,2,1,1,1,1
510,511,9,5,38,13,54,29,54,5,13,19,1,41,3,7,7,16,1,59,0,1,1,1,1,1
511,512,7,4,49,32,11,38,25,4,9,27,3,55,3,4,5,82,1,32,1,2,1,1,1,1
512,513,8,4,18,37,24,30,44,3,17,11,1,20,2,4,3,74,1,70,1,1,1,1,1,1
513,514,7,5,54,91,48,12,51,4,16,15,4,21,3,5,9,96,1,37,1,2,1,1,1,1
514,515,6,5,12,55,57,80,19,6,10,7,2,29,3,7,8,29,2,21,1,1,1,1,1,1
515,516,8,1,51,67,37,22,50,5,7,17,3,37,3,1,2,14,1,32,1,1,1,1,1,1
516,517,8,2,41,28,35,96,28,6,18,24,0,59,1,1,4,39,1,62,0,2,1,1,1,1
517,518,4,3,26,76,42,21,24,5,6,30,2,43,2,1,2,100,1,49,0,1,1,1,1,1
518,519,4,4,22,92,39,17,24,1,16,9,1,54,1,7,6,57,1,48,1,3,1,1,1,1
519,520,7,6,50,78,53,100,23,1,16,11,5,32,2,8,3,28,1,54,1,1,1,1,1,1
520,521,9,8,44,99,56,89,50,1,10,10,5,48,2,4,9,89,2,50,1,1,1,1,1,1
521,522,9,9,22,61,41,49,21,5,20,19,3,19,3,6,7,82,2,55,1,1,1,1,1,1
522,523,4,1,34,97,12,9,43,6,20,28,0,47,3,4,5,84,1,26,1,1,1,1,1,1
523,524,3,1,48,76,32,55,24,3,16,5,5,29,2,5,6,22,1,45,1,2,1,1,1,1
524,525,8,7,27,93,49,95,29,4,7,10,2,20,3,5,9,64,1,48,0,4,1,1,1,1
525,526,3,9,59,39,31,18,13,5,7,7,5,19,3,4,2,49,1,59,1,4,1,1,1,1
